1.0,0.99999994,-1.0,0.0,0.0,1.0
1.0,0.99999994,-1.0,0.0,0.0,1.0
1.0,0.99999994,-1.0,0.0,0.0,1.0
1.0,0.99999994,-1.0,0.0,0.0,1.0
1.0,0.99999994,-1.0,0.0,0.0,1.0
1.0,0.99999994,-1.0,0.0,0.0,1.0
1.0,0.99999994,-1.0,0.0,0.0,1.0
1.0,0.99999994,-1.0,0.0,0.0,1.0
1.0,0.99999994,-1.0,0.0,0.0,1.0
1.0,0.99999994,-1.0,0.0,0.0,1.0
1.0,0.99999994,-1.0,0.0,0.0,1.0
1.0,0.99999994,-1.0,0.0,0.0,1.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,1.0,0.0
0.37190083,0.3072533,-1.0,0.0,0.0,1.0
0.37190083,0.3072533,-1.0,0.0,0.0,1.0
0.37190083,0.3072533,-1.0,0.0,0.0,1.0
0.37190083,0.49999997,-1.0,0.0,0.0,1.0
0.37190083,0.49999997,-1.0,0.0,0.0,1.0
0.37190083,0.49999997,-1.0,0.0,0.0,1.0
0.37190083,0.49999997,-1.0,0.0,0.0,1.0
0.37190083,0.49999997,-1.0,0.0,0.0,1.0
0.37190083,0.49999997,-1.0,0.0,0.0,1.0
0.37190083,0.49999997,-1.0,0.0,0.0,1.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,1.0,0.0
0.3966942,0.21696879,-1.0,0.0,0.0,1.0
0.3966942,0.21696879,-1.0,0.0,0.0,1.0
0.3966942,0.21696879,-1.0,0.0,0.0,1.0
0.3966942,0.21696879,-1.0,0.0,0.0,1.0
0.3966942,0.21696879,-1.0,0.0,0.0,1.0
0.3966942,0.21696879,-1.0,0.0,0.0,1.0
0.3966942,0.21696879,-1.0,0.0,0.0,1.0
0.3966942,0.21696879,-1.0,0.0,0.0,1.0
0.3966942,0.21696879,-1.0,0.0,0.0,1.0
0.3966942,0.21696879,-1.0,0.0,0.0,1.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,1.0,0.0
0.3966942,0.3072533,-1.0,0.0,0.0,1.0
0.3966942,0.3072533,-1.0,0.0,0.0,1.0
0.3966942,0.3072533,-1.0,0.0,0.0,1.0
0.3966942,0.3072533,-1.0,0.0,0.0,1.0
0.3966942,0.3072533,-1.0,0.0,0.0,1.0
0.3966942,0.3072533,-1.0,0.0,0.0,1.0
0.3966942,0.3072533,-1.0,0.0,0.0,1.0
0.3966942,0.3072533,-1.0,0.0,0.0,1.0
0.3966942,0.49999997,-1.0,0.0,0.0,1.0
0.3966942,0.49999997,-1.0,0.0,0.0,1.0
0.892562,0.26132464,-0.02499961,0.0,1.0,0.0
0.892562,0.26132464,-0.02499961,0.0,1.0,0.0
0.892562,0.26132464,-0.02499961,0.0,1.0,0.0
0.892562,0.26132464,-0.02499961,0.0,1.0,0.0
0.892562,0.26132464,-0.02499961,0.0,1.0,0.0
0.892562,0.26132464,-0.02499961,0.0,1.0,0.0
0.892562,0.26132464,1.0,0.0,1.0,0.0
0.892562,0.26132464,0.975,0.0,1.0,0.0
0.892562,0.26132464,0.95000005,0.0,1.0,0.0
0.892562,0.26132464,0.9250001,0.0,1.0,0.0
0.892562,0.26132464,0.9000001,0.0,1.0,0.0
0.892562,0.26132464,0.8750001,0.0,1.0,0.0
0.892562,0.26132464,0.85000014,0.0,1.0,0.0
0.892562,0.26132464,0.82500017,0.0,1.0,0.0
0.892562,0.26132464,0.8000002,0.0,1.0,0.0
0.892562,0.26132464,0.7750002,0.0,1.0,0.0
0.892562,0.26132464,0.75000024,0.0,1.0,0.0
0.892562,0.26132464,0.72500026,0.0,1.0,0.0
0.892562,0.26132464,0.7000003,0.0,1.0,0.0
0.892562,0.26132464,0.6750003,0.0,1.0,0.0
0.892562,0.26132464,0.65000033,0.0,1.0,0.0
0.892562,0.4510776,0.62500036,0.0,1.0,0.0
0.892562,0.4510776,0.6000004,0.0,0.0,1.0
0.892562,0.4510776,0.5750004,0.0,0.0,1.0
0.892562,0.4510776,0.5500004,0.0,0.0,1.0
0.892562,0.4510776,0.52500045,0.0,0.0,1.0
0.892562,0.4510776,0.5000005,0.0,0.0,1.0
0.892562,0.4510776,0.47500047,0.0,0.0,1.0
0.892562,0.4510776,0.45000046,0.0,0.0,1.0
0.892562,0.4510776,0.42500046,0.0,0.0,1.0
0.892562,0.4510776,0.40000045,0.0,0.0,1.0
0.892562,0.4510776,0.37500045,0.0,0.0,1.0
0.6942149,0.26132464,0.5750004,0.0,1.0,0.0
0.6942149,0.26132464,0.5500004,0.0,1.0,0.0
0.6942149,0.26132464,0.52500045,0.0,1.0,0.0
0.6942149,0.26132464,0.5000005,0.0,1.0,0.0
0.6942149,0.26132464,0.47500047,0.0,1.0,0.0
0.6942149,0.26132464,0.45000046,0.0,1.0,0.0
0.6942149,0.26132464,0.42500046,0.0,1.0,0.0
